Customer_ID,Street,City,State_Code,Postal_Code,Country,Seasonality_Segment,EA_Segment,Revenue_Bucket,Profit_Bucket,Market_Share_Segment,Casino_Size_Segment,Market_Potential_Segment,Churn_Segment,Competitiveness_Flag,Volume_Segment,Density_Segment,Propensity
Accoount 2639,JUNCTION HWY 2 & 89 WEST,BROWNING,MT,59417,USA,Non Seasonal,,None,None,None,None,None,Minimal Change,-,-,-,-
Accoount 2640,4120 SPRING MOUNTAIN RD,LAS VEGAS,NV,89102,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2641,1843 US HIGHWAY 93,BOULDER CITY,NV,89005,USA,,None,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 2642,1301 W. SUNSET ROAD,HENDERSON,NV,89014,USA,Potentially Seasonal,Trend Follower,M,H,M,H,VH,Minimal Change,Yes,High,High,H
Accoount 2643,270 MAIN STREET,DEADWOOD,SD,57732,USA,,,L,H,H,L,L,Minimal Change,Yes,Medium,High,M
Accoount 2644,255 E. FLAMINGO ROAD,LAS VEGAS,NV,89169,USA,Highly Seasonal,Early Adopter,M,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 2645,6301 E 10TH AVE STE 160,HIALEAH,FL,33013,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2646,5318 Chief Brown Lane,Darrington,WA,98241,USA,,None,None,None,None,None,None,None,Yes,High,Low,-
Accoount 2647,1640 S GEORGE NIGH EXPY,MCALESTER,OK,74501,USA,Potentially Seasonal,None,None,None,None,None,None,Minimal Change,-,Low,Medium,-
Accoount 2648,777 Jackpot Way,Park City,KS,67147,USA,Potentially Seasonal,Early Adopter,L,L,None,None,None,Minimal Change,-,Medium,,M
Accoount 2649,212 ELKS POINT RD,ZEPHYR COVE,NV,89448,USA,,None,L,H,None,None,None,Minimal Change,Yes,Medium,Medium,M
Accoount 2650,1402 S 3RD ST,LAS VEGAS,NV,89104,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2651,"ONE HARBOR DRIVE, SUITE 300",SAUSALITO,CA,94965,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 2652,10465 S RAINBOW BLVD,LAS VEGAS,NV,89178,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2653,11154 HIGHWAY 76,PALA,CA,92059,USA,Potentially Seasonal,Trend Follower,H,H,M,H,VH,Minimal Change,-,High,Medium,H
Accoount 2654,14500 CENTRAL AVENUE,ALBUQUERQUE,NM,87121,USA,Non Seasonal,Early Adopter,H,H,M,M,H,Minimal Change,-,High,Medium,H
Accoount 2655,9047 US HWY 62,ELGIN,OK,73502,USA,Potentially Seasonal,,L,M,H,L,L,Minimal Change,-,Medium,Medium,-
Accoount 2656,10-B CITIES OF GOLD RD,SANTA FE,NM,87506,USA,Potentially Seasonal,,L,H,M,L,M,Minimal Change,-,Low,High,M
Accoount 2657,302 NW ROGERS LANE,LAWTON,OK,73501,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 2658,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2659,7665 CORPORATE CENTER DR,MIAMI,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2660,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2661,4370 BLUE DIAMOND RD STE 103,LAS VEGAS,NV,89139,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2662,1500 SHERMER RD,NORTHBROOK,IL,60062,USA,None,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 2663,HIGHWAY 75 & LOOP 56,OKMULGEE,OK,74447,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 2664,5640 LA CANN DRIVE,NEWKIRK,OK,74647,USA,,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 2665,2701 23RD AVENUE,COUNCIL BLUFFS,IA,51501,USA,Potentially Seasonal,,M,H,M,M,H,Minimal Change,-,Medium,High,M
Accoount 2666,202 FRONTAGE RD.,NEW TOWN,ND,58763,USA,,None,M,H,M,M,H,Minimal Change,-,Low,High,-
Accoount 2667,35008 PALA TEMECULA RD,PALA,CA,92509,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2668,7665 CORPORATE CENTER DR,MIAMI,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2669,951 West 36th Street North,Tulsa,OK,74127,USA,Highly Seasonal,Trend Follower,H,H,H,H,H,Minimal Change,-,Medium,High,M
Accoount 2670,4520 POPLAR LEVEL RD,LOUISVILLE,KY,40213,USA,,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 2671,49 W GALENA BLVD,AURORA,IL,60506,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 2672,5406 Boulder Highway Suite A,Las Vegas,NV,89122,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2673,6020 W CHARLESTON BLVD,LAS VEGAS,NV,89146,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,L
Accoount 2674,3990 WASHINGTON ST.,VICKSBURG,MS,39180,USA,Potentially Seasonal,Trend Follower,H,H,H,L,L,Minimal Change,-,Medium,High,H
Accoount 2675,14324 HWY 172 NORTH,IGNACIO,CO,81137,USA,,None,L,H,H,L,L,Minimal Change,-,Low,,-
Accoount 2676,401 EAST AMADO ROAD,PALM SPRINGS,CA,92262,USA,Highly Seasonal,Trend Follower,H,H,H,M,H,Minimal Change,Yes,High,High,H
Accoount 2677,12375 NORTH HIGHWAY 77,NEWKIRK,OK,74647,USA,Potentially Seasonal,Early Adopter,L,H,None,None,None,Minimal Change,-,Medium,Medium,-
Accoount 2678,270756 U.S. 101,SEQUIM,WA,98382,USA,Potentially Seasonal,Trend Follower,None,None,L,L,M,Minimal Change,Yes,Low,,L
Accoount 2679,1501 BISCAYNE BLVD,MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2680,5416 EVERYBODYS RD,Crandon,WI,54520,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 2681,4002 EVAN ACRES RD,MADISON,WI,53718,USA,Potentially Seasonal,Early Adopter,L,L,None,None,None,Minimal Change,-,-,-,M
Accoount 2682,"601 East Pratt Street, 6th Floor",Baltimore,MD,21202,USA,None,None,None,None,None,None,None,None,Yes,Medium,High,-
Accoount 2683,10000 AHA MACAV PARKWAY,LAUGHLIN,NV,89028,USA,Potentially Seasonal,None,M,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 2684,3790 LAS VEGAS BLVD. SOUTH,LAS VEGAS,NV,89109,USA,Highly Seasonal,Trend Follower,M,M,L,M,H,Minimal Change,Yes,High,High,H
Accoount 2685,100 E. PIONEER BLVD.,MESQUITE,NV,89027,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,Yes,High,High,M
Accoount 2686,16300 NYEMII PASS ROAD,VALLEY CENTER,CA,92082,USA,Non Seasonal,Trend Follower,H,H,H,H,H,Minimal Change,-,High,Medium,M
Accoount 2687,5195 SUN VALLEY DRIVE,SUN VALLEY,NV,89433,USA,,None,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 2688,2121 E. CRAIG ROAD,N. LAS VEGAS,NV,89030,USA,Non Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 2689,480 TRUCK INN WAY,FERNLEY,NV,89408,USA,Non Seasonal,,L,H,M,L,M,Minimal Change,-,Medium,Medium,M
Accoount 2690,6412 LOSEE RD STE 110,NORTH LAS VEGAS,NV,89086,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2691,"2060 ALAMEDA PADRE SERRA, SUITE 100",SANTA BARBARA,CA,93013,USA,None,None,None,None,None,None,None,None,-,Medium,,-
Accoount 2692,7665 CORPORATE CENTER DRIVE,Miami,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2693,450 QUECHAN DR.,YUMA,AZ,85366,USA,None,None,None,None,None,None,None,None,Yes,Low,Low,-
Accoount 2694,3513 MARKET STREET,Pine Bluff,AR,71601,USA,Potentially Seasonal,None,H,H,H,H,H,Concerning,Yes,Medium,,H
Accoount 2695,"6710 North Hualapai Way
Suite 100",Las Vegas,NV,89149,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 2696,5445 Simmons St,North Las Vegas,NV,89031,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 2697,1051 LAUREN DR,EUNICE,LA,70535,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 2698,200 N. MAIN STREET,LAS VEGAS,NV,89101,USA,,,L,H,L,M,H,Minimal Change,Yes,High,High,M
Accoount 2699,711-B PILOT ROAD,LAS VEGAS,NV,89119,USA,Potentially Seasonal,None,L,H,None,None,None,None,Yes,High,High,M
Accoount 2700,8555 S. HIGHWAY 95,MOJAVE VALLEY,AZ,86440,USA,,None,L,H,M,L,M,Minimal Change,-,Low,,-
Accoount 2701,1000 WEST WILLIAMS AVENUE,FALLON,NV,89406,USA,None,None,None,None,M,L,M,None,Yes,Low,Medium,-
Accoount 2702,15347 SUQUAMISH WAY NORTHEAST,SUQUAMISH,WA,98392,USA,Potentially Seasonal,Early Adopter,None,None,L,M,H,Concerning,Yes,Medium,,L
Accoount 2703,1 GREYHOUND DRIVE,CROSS LANE,WV,25313,USA,Potentially Seasonal,Early Adopter,L,H,M,M,H,Minimal Change,-,Low,,M
Accoount 2704,"14500 CENTRAL AVE SW, 1-40 EXIT 140",ALBUQUERQUE,NM,87121,USA,None,None,None,None,None,None,None,None,-,High,Medium,-
Accoount 2705,1021 CASINO CENTER DR.,ROBINSONVILLE,MS,38664,USA,Non Seasonal,Late Adopter,M,H,M,M,H,Minimal Change,Yes,High,Low,M
Accoount 2706,1410 SAM NOBLE PARKWAY,ARDMORE,OK,73401,USA,,None,L,H,M,L,M,Minimal Change,-,Medium,High,-
Accoount 2707,300 ELLIOTT AVE W,SEATTLE,WA,98119,USA,,None,None,None,None,None,None,None,Yes,High,Low,-
Accoount 2708,451 CLYDE FANT PARKWAY,SHREVEPORT,LA,71101,USA,Non Seasonal,Early Adopter,L,H,M,M,H,Minimal Change,-,High,Medium,M
Accoount 2709,156 HIGHWAY 80,WELLS,NV,89835,USA,,None,L,H,None,None,None,Minimal Change,-,High,High,-
Accoount 2710,ONE HARRAHS BOULEVARD,COUNCIL BLUFFS,IA,51501,USA,Highly Seasonal,,L,H,M,L,M,Minimal Change,-,Medium,High,M
Accoount 2711,421 NW RIVERSIDE,EVANSVILLE,IN,47708,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Encouraging,-,Low,,H
Accoount 2712,601 MAIN STREET,DEADWOOD,SD,57732,USA,,,L,H,M,L,M,Minimal Change,Yes,Medium,High,M
Accoount 2713,21777 ISLAND ROAD,PORT PERRY,ON,L9L 1B6,CAN,,Early Adopter,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 2714,3755 BREAKTHROUGH WAY,LAS VEGAS,NV,89135,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2715,754 South Boulder Highway,Henderson,NV,89015,USA,Potentially Seasonal,None,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 2716,6301 E 10TH AVE STE 160,MIAMI,FL,33013,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2717,3635 EXPY DRIVE N,ISLANDIA,NY,11749,USA,None,None,None,None,None,None,None,None,-,High,Medium,-
Accoount 2718,111 RICHMAN STREET,Black Hawk,CO,80422,USA,Potentially Seasonal,Early Adopter,L,H,H,M,H,Minimal Change,Yes,High,Medium,H
Accoount 2719,6165 South Valley View Boulevard STE C,Las Vegas,NV,89118,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2720,"777 LADY LUCK DRIVE, HIGHWAY 48",HINCKLEY,MN,55037,USA,Potentially Seasonal,Early Adopter,H,H,M,H,VH,Encouraging,Yes,High,Medium,H
Accoount 2721,100 EAST FRONT STREET,METROPOLIS,IL,62960,USA,Potentially Seasonal,Late Adopter,L,H,M,M,H,Encouraging,-,Low,,M
Accoount 2722,407 NORTH VIRGINIA STREET,RENO,NV,89501,USA,Non Seasonal,Trend Follower,L,H,L,M,H,Minimal Change,Yes,High,High,M
Accoount 2723,12910 PLEASANT VALLEY RD,WOODSTOCK,IL,60098,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 2724,798 E I 10 SERVICE RD,SLIDELL,LA,70461,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 2725,58 Kensington Road,Charlottetown,PE,C1A 9S8,CAN,,Early Adopter,L,H,M,L,M,Minimal Change,-,Low,,M
Accoount 2726,120 MAIN ST,BLACK HAWK,CO,80422,USA,Non Seasonal,,L,H,H,L,L,Minimal Change,Yes,High,Medium,M
Accoount 2727,HIGHWAY 18,PINE RIDGE,SD,57770,USA,Potentially Seasonal,,L,H,M,L,M,Minimal Change,-,Low,,M
Accoount 2728,157 S US HWY 93,WELLS,NV,89835,USA,,,L,H,M,L,M,None,-,High,High,M
Accoount 2729,9475 W DESERT INN RD,LAS VEGAS,NV,89117,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 2730,3375 E RUSSELL RD STE B,LAS VEGAS,NV,89120,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2731,3910 41ST STREET,LLOYDMINSTER,SK,S9V 2K8,CAN,,None,L,H,M,L,M,Minimal Change,-,Low,Medium,-
Accoount 2732,1133 ROUTE 414,WATERLOO,NY,13165,USA,Potentially Seasonal,,L,H,M,H,VH,Minimal Change,-,Low,,M
Accoount 2733,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,Early Adopter,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 2734,8350 S RAINBOW BLVD,LAS VEGAS,NV,89139,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2735,16849 102ND ST S.E.,HANKINSON,ND,58041,USA,Highly Seasonal,Early Adopter,M,H,H,M,H,Minimal Change,-,Low,,M
Accoount 2736,3800 S. CARSON STREET,CARSON CITY,NV,89701,USA,Non Seasonal,Early Adopter,M,H,M,M,H,Encouraging,-,Medium,Medium,M
Accoount 2737,249 E. NM 118,CHURCH ROCK,NM,87311,USA,,None,L,H,M,M,H,Minimal Change,-,Low,,M
Accoount 2738,4000 WEST COMMANCHE,DODGE CITY,KS,67801,USA,Highly Seasonal,Late Adopter,L,H,M,L,M,Minimal Change,-,Low,,M
Accoount 2739,4785 BLUE DIAMOND RD,LAS VEGAS,NV,89139,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2740,2400 N. RANCHO DRIVE,LAS VEGAS,NV,89130,USA,,None,L,L,M,M,H,Concerning,Yes,High,High,-
Accoount 2741,5591 WEST ROGERS BLVD,SKIATOOK,OK,74070,USA,Potentially Seasonal,Early Adopter,M,H,H,L,L,Minimal Change,-,Medium,High,M
Accoount 2742,49708 U.S. 93,Polson,MT,59860,USA,Potentially Seasonal,Late Adopter,None,None,None,None,None,Minimal Change,-,Low,High,-
Accoount 2743,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2744,3655 NW 87TH AVE,DORAL,FL,33178,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2745,777 CASINO CENTER DR.,HAMMOND,IN,46320,USA,Potentially Seasonal,,M,H,M,H,VH,Minimal Change,Yes,High,Medium,M
Accoount 2746,109095 OKEMAH ST,OKEMAH,OK,74859,USA,Potentially Seasonal,,L,H,H,L,L,Minimal Change,Yes,Medium,Medium,M
Accoount 2747,1627 US HWY 395 NORTH,MINDEN,NV,89423,USA,Non Seasonal,Late Adopter,L,H,M,L,M,Minimal Change,Yes,Medium,Medium,M
Accoount 2748,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2749,8995 SPANISH SPRINGS RD,SPARKS,NV,89441,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,L
Accoount 2750,2315 EAST GORE BLVD.,LAWTON,OK,73502,USA,Potentially Seasonal,Trend Follower,L,M,H,M,H,Minimal Change,-,Medium,Medium,M
Accoount 2751,3380 E TROPICANA AVE,LAS VEGAS,NV,89121,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,L
Accoount 2752,1932 WILDCAT CANYON ROAD,LAKESIDE,CA,92040,USA,Potentially Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,-,High,Medium,H
Accoount 2753,1900 ENTERPRISE COURT,LIBERTYVILLE,IL,60048,USA,None,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 2754,6800 SOARING EAGLE BLVD.,MT. PLEASANT,MI,48858,USA,Highly Seasonal,Early Adopter,M,H,L,H,VH,Minimal Change,Yes,Medium,,M
Accoount 2755,202 FREMONT STREET,LAS VEGAS,NV,89101,USA,Potentially Seasonal,Early Adopter,M,H,L,M,H,Minimal Change,Yes,High,High,M
Accoount 2756,444 VINE STREET,RENO,NV,89503,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 2757,2400 MYSTIC LAKE BLVD.,PRIOR LAKE,MN,55372,USA,Potentially Seasonal,Early Adopter,M,H,H,H,H,Minimal Change,Yes,High,Medium,M
Accoount 2758,800 W GENESEE STREET,CHITTENANGO,NY,13037,USA,Potentially Seasonal,,L,H,M,L,M,Minimal Change,-,Low,Low,M
Accoount 2759,1365 BARING BLVD,SPARKS,NV,89434,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,L
Accoount 2760,3770 LAS VEGAS BLVD. S.,LAS VEGAS,NV,89109,USA,,Late Adopter,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 2761,1131 N. DUPONT HIGHWAY,DOVER DOWNS,DE,19904,USA,Non Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,-,Medium,,H
Accoount 2762,US HWY 18,Martin,SD,57551,USA,Potentially Seasonal,None,L,L,None,None,None,Encouraging,-,Low,,-
Accoount 2763,275 HILL ST STE 230,RENO,NV,89501,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2764,1 MOHEGAN SUN BOULEVARD,UNCASVILLE,CT,06382,USA,Potentially Seasonal,Early Adopter,H,H,M,H,VH,Minimal Change,Yes,High,,H
Accoount 2765,8590 W LAKE MEAD BLVD,LAS VEGAS,NV,89128,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 2766,900 S. CARSON STREET,CARSON CITY,NV,89701,USA,Highly Seasonal,,L,H,M,L,M,Minimal Change,-,Medium,Medium,M
Accoount 2767,1380 W. NEWLAND DRIVE,FERNLEY,NV,89408,USA,Potentially Seasonal,,L,H,M,L,M,Minimal Change,-,Medium,Medium,M
Accoount 2768,4216 SOUTH HIGHWAY 69/75,DURANT,OK,74701,USA,Highly Seasonal,Early Adopter,H,M,H,H,H,Minimal Change,-,High,High,H
Accoount 2769,CA-99 & CA-149,OROVILLE,CA,95965,USA,None,None,None,None,None,None,None,None,-,Medium,Low,-
Accoount 2770,"C/O TEMPLETON GAMING CORP, 5675 S RAINBOW BLVD",LAS VEGAS,NV,89113,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2771,12885 CASINO DR,ANACORTES,WA,98221,USA,Potentially Seasonal,Trend Follower,None,None,L,M,H,Minimal Change,Yes,Low,,L
Accoount 2772,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,,None,None,None,None,None,None,None,Yes,High,High,M
Accoount 2773,7665 Corporate Center Drive,Miami,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2774,1571 FAIRWAY CIR,GENEVA,IL,60134,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 2775,1 Mohegan Sun Boulevard,Montville,CT,06382,USA,None,None,None,None,None,None,None,None,Yes,High,,-
Accoount 2776,6465 S. RAINBOW BLVD.,LAS VEGAS,NV,89118,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2777,13767 W. COUNTY RD. B,HAYWARD,WI,54843,USA,Potentially Seasonal,None,L,H,M,L,M,Minimal Change,-,Low,,-
Accoount 2778,3300 LAS VEGAS BLVD. SOUTH,LAS VEGAS,NV,89109,USA,Potentially Seasonal,Late Adopter,M,H,L,M,H,Minimal Change,Yes,High,High,M
Accoount 2779,1046 WARRENTON RD.,VICKSBURG,MS,39180,USA,Potentially Seasonal,,L,H,None,None,None,Minimal Change,-,Medium,High,M
Accoount 2780,2140 LAS VEGAS BLVD. NORTH,LAS VEGAS,NV,89030,USA,,None,L,H,L,L,M,None,Yes,High,High,M
Accoount 2781,500 NORTHWEST 32ND STREET,NEWCASTLE,OK,73065,USA,Potentially Seasonal,Early Adopter,M,H,None,None,None,Minimal Change,-,Medium,High,M
Accoount 2782,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2783,2800 BERNICE RD UNIT 22,LANSING,IL,60438,USA,None,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 2784,601 N. MAIN STREET,ELLSWORTH,IL,61737,USA,,None,None,None,None,None,None,None,-,-,-,-
Accoount 2785,1010 CASINO CENTER DR.,ROBINSONVILLE,MS,38664,USA,Non Seasonal,,M,H,M,M,H,Minimal Change,Yes,High,Low,M
Accoount 2786,2400 S JONES BLVD STE 6,LAS VEGAS,NV,89146,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2787,1415 GRAND FALLS BOULEVARD,LARCHWOOD,IA,51241,USA,Highly Seasonal,,L,H,M,M,H,Minimal Change,-,Low,,M
Accoount 2788,4720 N. VIRGINIA,RENO,NV,89506,USA,,None,L,H,L,L,M,Minimal Change,Yes,High,High,-
Accoount 2789,"NEVADA CASINO HOLDINGS LLC, PO BOX 1847",SPARKS,NV,89432,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2790,"PO BOX 227
108 CENTRAL AVENUE",MESCALERO,NM,88340,USA,None,None,None,None,None,None,None,None,Yes,Low,,-
Accoount 2791,27657 COMMERCIAL CENTER DR,TEMECULA,CA,92563,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2792,20595 CENTER STREET E.,THIEF RVR FALLS,MN,56701,USA,,,M,H,M,L,M,Minimal Change,-,Low,,M
Accoount 2793,1940 VILLAGE CENTER CIRCLE,LAS VEGAS,NV,89134,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 2794,3771 SOUTH CARSON STREET,CARSON CITY,NV,89701,USA,,,L,H,None,None,None,Minimal Change,-,Medium,Medium,M
Accoount 2795,7070 East Broadway Road,Mount Pleasant,MI,48858,USA,None,None,None,None,None,None,None,None,Yes,Medium,,-
Accoount 2796,1 EAST FREMONT ST.,LAS VEGAS,NV,89101,USA,Highly Seasonal,Trend Follower,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 2797,2202 W CHARLESTON BLVD STE 12,LAS VEGAS,NV,89102,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 2798,PO BOX 959,SANTA CLARITA,CA,91380,USA,None,None,None,None,None,None,None,None,-,Low,High,-
Accoount 2799,1705 HIGHWAY 50A,FERNLEY,NV,89408,USA,Potentially Seasonal,Late Adopter,L,H,H,L,L,Minimal Change,-,Medium,Medium,M
Accoount 2800,711 HOLLYWOOD BLVD,BAY ST. LOUIS,MS,39520,USA,Potentially Seasonal,Early Adopter,L,H,M,M,H,Minimal Change,Yes,High,Low,M
Accoount 2801,1650 S. CASINO DRIVE,LAUGHLIN,NV,89029,USA,,Early Adopter,M,H,L,M,H,Minimal Change,Yes,High,High,M
Accoount 2802,2051 South Gordon Cooper Drive,Shawnee,OK,74801,USA,Non Seasonal,Trend Follower,L,L,None,None,None,Minimal Change,Yes,Medium,Medium,M
Accoount 2803,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2804,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2805,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2806,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2807,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2808,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2809,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2810,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2811,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2812,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2813,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2814,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2815,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2816,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2817,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,M,L,M,None,-,-,-,-
Accoount 2818,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 2819,No Address Found,No Address Found,No Address Found,None,No Address Found,None,None,None,None,None,None,None,None,-,-,-,-
